Country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S
Côte d'Ivoire,All,Import,Value (USD 1000),USD 1000,29562,,31729,,42831,,58567,,77547,,85733,,81297,,70268,,56264,F,67699,,78673,,106750,,139236,,136234,,109262,F,114927,F,117001,F,110420,F,157267,F,164825,,172586,,177637,,233714,,172839,,132147,,150365,,180362,,201711,,189769,,204695,,230519,,279699,,399295,,364552,,261727,,316756,,332442,,373414,,405539,,397471,,381279,,462674,,535911,
Côte d'Ivoire,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,4648,,0,-,0,-,0,-
Denmark,All,Export,Value (USD 1000),USD 1000,520935,,629594,,732016,,860197,,1000738,,948382,,909600,,934349,,905735,,963531,,1391625,,1775125,,1862858,,1754000,,2165497,,2302299,,2317758,,2150665,,2369213,,2471239,,2715111,,2669663,,2915017,,2891381,,2765888,,2670738,,2883986,,3227679,,3576980,,3694745,,3999146,,4144577,,4619526,,4002236,,4208403,,4506888,,4159505,,4682363,,4777606,,4283325,,4710353,,4894491,,5066677,
Denmark,All,Import,Value (USD 1000),USD 1000,117133,,176415,,222513,,271084,,332449,,315544,,306513,,316906,,339532,,382055,,609031,,853329,,880063,,893952,,1116108,,1148255,,1197370,,1094253,,1459043,,1621522,,1667566,,1586437,,1774799,,1832234,,1860058,,1787230,,1879327,,2184847,,2368838,,2626929,,2938978,,3028084,,3218930,,2818976,,3121789,,3349940,,3216401,,3582220,,3731729,,3264881,,3693369,,3790005,,3952936,
Djibouti,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,101,,73,,163,,225,,186,,73,,120,F,55,F,34,F,87,F,80,F,47,F,130,F,18,F,73,F,83,F,146,F,58,F,29,F,145,F,160,F,91,F,38,F,90,F,158,F,68,F,86,F,43,F,243,F,592,F,996,F,1002,F
Djibouti,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,809,,430,,613,,767,,496,,371,,810,,570,,569,,697,,1087,,1150,F,1130,F,1029,F,868,F,1336,F,1687,F,2040,F,1518,F,915,F,641,F,679,F,1531,F,1382,F,2334,F,2012,F,2314,F,2872,,1398,F,2288,F,2913,F,4829,F,2988,F,5284,F,6995,F,4041,F,5783,F
Dominica,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1,,0,0,11,,21,,8,,37,,1,,6,,6,,2,,0,0,12,F,0,0,7,F,2,F,39,F,49,F,25,F,14,F
Dominica,All,Import,Value (USD 1000),USD 1000,670,,492,,591,,500,,357,,324,,587,F,537,F,659,,685,,664,F,648,,723,,1029,,1361,,1353,,1390,,1420,F,1357,,3062,,1676,,1397,,2102,F,1555,,1627,,1286,,1424,,1337,,1573,,1666,,1672,,1816,,1965,,2385,,1842,,2192,F,2134,,2173,F,3652,F,3232,F,2189,F,1564,F,1838,F
Dominica,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,10,,1,,0,.,1,,0,.,0,.,0,.,0,0,0,0,0,.,0,.,0,.,56,,0,-,0,-,0,-,0,-,0,-,0,-
Dominican Republic,All,Export,Value (USD 1000),USD 1000,952,,1101,,1103,,913,,1098,,1271,,1287,,1443,,1108,,2771,,2386,F,1274,,1106,,807,,565,,322,F,636,F,952,F,638,F,2389,F,509,,2645,,3234,,3003,,2965,,2905,,4247,,6710,,2807,,7278,,4165,,3540,,4425,,4451,,7278,,14791,,9801,,12710,,13749,,14254,,10561,,14787,,17176,F
Dominican Republic,All,Import,Value (USD 1000),USD 1000,5775,F,14412,,14451,,19958,,24205,,19027,,16848,,15984,,7901,,15256,,25010,F,18410,F,21050,F,23400,F,24000,F,21032,F,24494,F,29635,F,28835,F,38621,F,36623,F,47693,F,51994,F,53199,F,53000,F,57221,F,69853,,55849,,60045,,71231,,82013,,90469,,116780,,126330,,137669,,158302,,164353,,133899,,153438,,158010,,168620,,185652,,185204,F
Ecuador,All,Export,Value (USD 1000),USD 1000,50787,,74898,,80645,,104380,,199966,,188821,,219562,,219372,,216640,,247639,,383565,,481039,,449586,,435897,,468410,,588142,,611573,,573959,,726126,,902276,,925012,,1179568,,1204045,,955205,,588020,,668317,,700508,,781790,,822216,,1005394,,1337867,,1401973,,1756592,,1612094,,1791113,,2496615,,2861799,,3616331,,4279327,,3654874,,3940346,,4611189,,4896310,
Ecuador,All,Import,Value (USD 1000),USD 1000,17,,34,,58,,57,,69,,61,,28,,0,0,10,,123,,5,,0,.,0,.,0,.,2922,,7644,,1267,,4718,,11394,,14479,,18255,,7231,,33974,,7673,,6772,,9590,,27769,,33496,,25203,,13212,,17250,,61347,,238154,,232941,,238317,,303439,,208813,,141412,,164858,,123799,,112286,,124688,,184766,
Egypt,All,Export,Value (USD 1000),USD 1000,422,,979,,431,,751,,550,,763,,1193,,990,,845,F,681,,4685,,1871,,3506,,8425,,13026,,11050,,8462,,5227,,4196,,3654,,4895,,2982,,2166,,1555,,1242,,1348,,2328,,3089,,3919,,4371,,3495,,4522,,10775,,14184,,15428,,23849,,18513,,25855,,35160,,31734,,42415,,39437,,35353,
Egypt,All,Import,Value (USD 1000),USD 1000,25518,F,26807,F,54400,F,21768,F,33222,F,66704,F,66600,F,81027,F,94256,F,55604,F,79881,F,57841,F,64249,F,67537,F,80922,F,74610,F,78410,F,50158,F,92174,,79387,,119355,,102793,,148116,,153096,,171061,,162613,,107516,,110225,,134382,,149622,,167741,,224192,,378192,,476135,,500385,,531452,,751693,,600332,,752457,,768367,,720410,,633817,,915685,
El Salvador,All,Export,Value (USD 1000),USD 1000,9927,,10689,,10951,,13484,,17319,,23344,,22010,,14484,,17601,,14597,,18121,,21787,,17217,,13718,,11531,,14482,,23650,,21699,,30040,,29252,,42478,,34535,,35375,,33602,,26613,,24630,,21692,,33396,,49678,,75621,,69757,,109848,,119766,,94177,,77940,,79151,,107123,,120075,,108918,,87101,,98969,,114728,,103660,
El Salvador,All,Import,Value (USD 1000),USD 1000,1471,,2400,,2333,,2506,,3738,,2417,,948,,570,,1541,,1470,,3782,,2814,,2301,F,3521,F,2283,,2325,,4778,,3743,,5842,,6277,,5589,,5918,,5158,,6644,,8846,,8528,,6534,,10084,,17612,,46083,,36812,,54344,,29453,,77055,,42777,,31705,,44527,,62027,,50994,,37576,,40597,,55095,,44049,
Equatorial Guinea,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,1,,3,,351,,306,,420,F,0,.,0,.,0,.,915,F,245,F,0,.,0,.,0,.,0,.,364,F,1072,F,1133,F,1719,F,2269,F,1588,F,596,F,51,F,108,F,169,F,46,F,73,F,80,F,63,F,80,F,26,F,38,F,57,F,46,F,44,F,46,F,50,F,54,F,73,F
Equatorial Guinea,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,1827,F,3256,,3408,,1820,,1658,,4583,,1597,,2647,F,2299,,2109,,1713,,1580,F,1042,,852,,307,,2068,F,1419,F,2469,F,1265,F,2508,F,2674,F,5079,F,4832,F,9078,F,12529,F,11344,F,16115,F,17413,F,16081,F,25692,F,19362,F,23223,F,31866,F,29384,F,26789,F,18211,F,17268,F,17618,F,15423,F
Eritrea,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,88,F,178,F,291,F,14,F,973,F,2116,F,849,F,867,F,2222,,729,F,1039,F,745,F,1510,F,861,F,1601,F,12,F,7,F,741,F,115,F,4,F,176,F,49,F,133,F,108,F
Eritrea,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,36,F,5,F,34,F,2,F,54,F,117,F,258,F,305,F,998,,638,F,191,F,492,F,233,F,315,F,106,F,247,F,46,F,278,F,138,F,213,F,66,F,32,F,41,F,52,F
Eritrea,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Estonia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,12359,,49821,,96388,,107777,,100026,,82183,,102722,,78326,,79130,,128278,,130701,,142976,,117296,,129056,,132941,,137744,,149189,,140770,,184690,,215555,,247264,,255582,,244658,,190874,,151406,,159412,,175883,
Estonia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,541,,2613,,12893,,18062,,19640,,41447,,50959,,31144,,31052,,44720,,61991,,78375,,59690,,74260,,83728,,121282,,134579,,95662,,101694,,143579,,166012,,203075,,197891,,157280,,126762,,140569,,148065,
Eswatini,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1281,,1715,,2242,,2585,,1565,,2609,,2069,,5981,,2187,,399,,64,,203,F,178,F,152,F,112,F,16,F,0,.,14,F,0,.,8,,18,,0,0
Eswatini,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,13634,,10486,,9881,,8859,,6293,,6400,,11091,,15325,,11472,,6668,,5358,,4654,F,3568,F,3369,F,3592,F,4654,F,4947,F,8484,F,7498,F,6005,,6942,,6992,
Eswatini,All,Reexports,Value (USD 1000),USD 1000,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,973,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Ethiopia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,55,,5,F,19,,13,,8,,13,,19,,49,,51,,100,,121,,384,,863,,508,,408,,454,,599,,591,,414,,500,,559,,219,,180,,124,
Ethiopia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,130,,39,,186,,139,,229,F,236,,153,,270,,249,,97,,513,,715,,398,,623,,1080,,898,,1857,,1213,,1351,,1725,,2324,,3989,,4259,,4024,,3447,,2688,,1877,
Ethiopia,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,26,,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,-,0,-,0,-
Ethiopia PDR,All,Export,Value (USD 1000),USD 1000,65,,28,,0,.,0,.,0,.,6,,6,,3,,13,,35,,20,,14,,2,,23,,27,,1,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,.,0,.,0,.,0,.,0,
Ethiopia PDR,All,Import,Value (USD 1000),USD 1000,301,,466,,447,,76,,25,,492,,31,,42,,65,,82,,110,,13,,114,,1114,,209,,80,,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,.,0,.,0,.,0,.,0,
Falkland Is.(Malvinas),All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2030,F,3510,F,4950,F,1200,F,1500,F,1664,F,10201,F,48115,F,60748,F,29412,F,73218,F,65703,F,117449,F,113194,F,79781,F,145666,F,109750,F,179715,F,143520,F,128610,F,164760,F,120580,F,261475,F,186857,,189534,,168040,F,167900,F,95401,,181936,,304331,,273035,
Falkland Is.(Malvinas),All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,18,,27,,19,,29,,49,,87,F,70,,114,F,288,F,137,F,317,F,301,F,79,F,114,F,334,F,260,F,310,F,133,F,186,F,217,F,211,F,283,F,178,F,165,F,218,F,191,F,743,F,145,F,67,F
Faroe Islands,All,Export,Value (USD 1000),USD 1000,94067,,133229,,129962,,125245,,164488,,144637,,142230,,165914,,148561,,166019,,222073,,270844,,297769,,312171,,374224,,412132,,398260,,318996,,318741,,349866,,391216,,365127,,408652,,432658,,417696,,493593,,521014,,581321,,580059,,567151,,603624,,713891,,725147,,713356,,717764,,830313,,836597,,1013424,,1091455,,1013797,,1118701,,1265986,,1176903,
Faroe Islands,All,Import,Value (USD 1000),USD 1000,1314,,158,,2037,,1278,,1438,,4010,,3817,,3235,,2721,,1874,,3909,,5724,,12228,,6533,,13225,,18280,,29033,,13647,,18196,,24555,,19307,,19557,,25301,,19836,,20813,,17988,,17970,,17784,,22739,,21064,,24425,,21977,,36513,,37956,,35400,F,54446,F,96742,F,55360,F,42200,F,49357,F,56086,F,55674,F,55842,F
Fiji,All,Export,Value (USD 1000),USD 1000,1230,,5345,,10855,F,14356,,11057,,19708,,10082,,14784,,13942,,10136,,16045,,20551,,33414,,30254,,35861,,39160,,26922,,28394,,39334,,39684,,43723,,36585,,26327,,23228,,36071,,42450,,40199,,48405,,54243,,54373,,62373,,68489,,87964,,83728,,118301,,116093,,55220,,79794,,108892,,76488,,86869,,83863,,98261,
Fiji,All,Import,Value (USD 1000),USD 1000,8079,,11838,,17208,,11827,,16815,,16248,,12734,,9373,,9702,,12210,,15571,,19943,,28950,,18627,,20019,,20867,,25554,,37080,,18155,,26822,,19921,,22608,,21327,,16309,F,8503,,21216,F,17149,,40049,,39299,,37458,,35072,,34351,,40840,,37287,,59570,,127820,,157043,,112139,,205562,,104222,,84049,,80992,,50858,
Fiji,All,Reexports,Value (USD 1000),USD 1000,3856,,4777,,6415,,1873,,7519,,3512,,974,,579,,523,,1581,,189,,2569,,1474,,3056,,3142,,670,,245,,89,,105,,1082,,5388,,61,,53,,54,,0,.,0,.,7,,0,.,0,.,1612,,0,.,5458,,3714,,8818,,21262,,94573,,145773,,92531,,135786,,58335,,72939,,92523,,96350,
Finland,All,Export,Value (USD 1000),USD 1000,1115,,1617,,2574,,3132,,7246,,7848,,5197,,7856,,10923,,16564,,6803,,8631,,22725,,16228,,15510,,10670,,15234,,13374,,20286,,22475,,21946,,20989,,18500,,21590,,17207,,14551,,14512,,13118,,13677,,17251,,25895,,48748,,49449,,50213,,46790,,52327,,59443,,59838,,55964,,42041,,63699,,167399,,214008,
Finland,All,Import,Value (USD 1000),USD 1000,53237,,54902,,67492,,79433,,104562,,101121,,94829,,94611,,88167,,85530,,106456,,130177,,139592,,148739,,138177,,134532,,129661,,105791,,148082,,114757,,148610,,140475,,142588,,120967,,121304,,136540,,146679,,174421,,207816,,218686,,270417,,330159,,350571,,349915,,399938,,467742,,451127,,534861,,523182,,419227,,444911,,577084,,622097,
France,All,Export,Value (USD 1000),USD 1000,180999,,210674,,214779,,273301,,409889,,319677,,308220,,329807,,306802,,364833,,509136,,661818,,741415,,782522,,939883,,934463,,965543,,865883,,919410,,1002072,,1015648,,1109207,,1111653,,1120250,,1108596,,1032036,,1103801,,1345729,,1543762,,1601107,,1691540,,1953230,,2037873,,1623536,,1639140,,1753083,,1776994,,1851890,,1784952,,1642327,,1723648,,1792703,,1912379,
France,All,Import,Value (USD 1000),USD 1000,575159,,727125,,906678,,1084782,,1238560,,1062211,,1055155,,1066360,,990967,,1057273,,1532886,,2051901,,2274966,,2222700,,2849268,,2957993,,2964685,,2578046,,2830331,,3256251,,3227901,,3090503,,3537734,,3317915,,3018121,,3087695,,3237053,,3803281,,4216736,,4604497,,5108709,,5414876,,5894002,,5639111,,6010140,,6627740,,6095919,,6570913,,6672044,,5802808,,6241455,,6766261,,7078772,
French Guiana,All,Export,Value (USD 1000),USD 1000,2433,,4569,,2094,,5538,,9358,,26078,,21069,,28711,,23206,,20862,,23792,,33507,,30972,,30137,,41743,,37274,,42215,,30504,,36261,,40495,,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
French Guiana,All,Import,Value (USD 1000),USD 1000,2319,F,2971,,3427,,6713,,11955,,22956,,20049,,26216,,19363,,14692,,14479,,10527,,3159,,3871,,4407,,3692,,5143,,3898,,4504,,5137,,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
French Polynesia,All,Export,Value (USD 1000),USD 1000,31,,134,,64,,128,,8,,25,,18,,31,,20,,7,,30,,70,,113,,17,,427,,370,F,363,,814,,732,,731,,545,,7008,,4726,,5033,,7275,,12090,,10721,,8929,,6585,,8538,,10903,,9834,,9024,,8720,,10309,,11982,,18166,,16535,,16976,,17796,,14623,F,10311,F,20219,F
French Polynesia,All,Import,Value (USD 1000),USD 1000,2882,,2587,,3499,,4719,,4840,,4757,,4809,,4646,,4258,,4159,,6919,,6239,,6650,,7154,,7071,,6390,F,8579,,8934,,8689,,10461,,10302,,8938,,10374,,8944,,9499,,9782,,10928,,13593,,13554,,17224,,19166,,18438,,18741,,19037,,17907,,15094,,18335,,15335,,17901,,13587,,12088,F,9998,F,12895,F
Gabon,All,Export,Value (USD 1000),USD 1000,51,,759,,1073,,4023,,630,,6845,,4493,,4171,,3472,,4039,,6305,,7933,,5390,,8175,F,3859,,4400,F,4070,F,2840,,1780,,6649,F,1423,,5040,,8745,,8923,,12587,,9769,,10552,,9827,,19405,,24340,,15882,,14859,,7461,,2181,,1610,F,1643,F,3126,F,2732,F,3014,F,3317,F,2919,F,3116,F,2782,F
Gabon,All,Import,Value (USD 1000),USD 1000,3296,,6188,,5680,,8105,,10117,,11240,,10792,,9210,,10249,,9922,,13443,,14531,,12696,,11590,F,12144,,14670,,14618,,16094,,8386,,5500,F,13591,,11870,,11318,,9484,,9840,,10552,,1717,,7521,,9926,,11432,,13212,,13816,,17607,,20014,,21661,F,33334,F,38058,F,41115,F,60155,F,53847,F,57842,F,43669,F,68176,F
Gambia,All,Export,Value (USD 1000),USD 1000,1468,F,1870,F,1257,F,500,,370,,290,,416,,271,,0,.,690,,776,,1400,F,2394,,2275,,3977,,3620,,2176,F,2658,,3061,,4440,F,2585,,3831,,2378,,3214,,3619,,1349,,1118,,345,,310,,919,,355,,3453,,2775,,5168,,6785,,2891,,2302,,1802,,1987,,2673,F,2710,,3360,,3029,
Gambia,All,Import,Value (USD 1000),USD 1000,2410,F,3030,F,1970,F,140,F,150,F,549,,502,,959,,1080,F,500,F,500,F,350,F,0,.,7,F,15,F,140,F,200,F,493,,202,,275,F,413,,296,,1231,,427,,495,,1105,,455,,290,,484,,431,,579,,907,,808,,792,,1486,,772,,448,,403,,345,,572,F,335,,462,,269,
Gambia,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,64,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1923,,1747,,301,,157,,0,-,0,-,0,-,0,-
Georgia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,89,,513,,99,,311,,439,,166,,230,,136,,358,,124,,362,,382,,1396,,903,,2529,,6718,,5297,,10461,,6241,,2758,,22014,,24621,,23881,,32146,,21297,,28639,
Georgia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,347,,295,,1378,,3149,,4366,,2809,,1431,,1395,,1201,,1589,,2203,,6453,,11925,,27341,,34800,,43494,,32367,,35965,,43729,,45528,,48255,,44187,,40387,,41434,,43900,,36794,
Georgia,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,9,,0,.,5,,24,,0,.,0,.,0,.,0,.,0,.,631,,659,,199,,1721,,731,,311,,279,,241,
Germany,All,Export,Value (USD 1000),USD 1000,173295,,226430,,243062,,281551,,317827,,279577,,316615,,306926,,300555,,287243,,361717,,442805,,500330,,559915,,669193,,719879,,697840,,657163,,798397,,907123,,1064947,,986642,,1062577,,975261,,1110897,,1044266,,1170688,,1292083,,1430582,,1517773,,1844327,,2295294,,2496847,,2387536,,2507327,,2931913,,2790309,,2964039,,3299473,,2803877,,3002643,,2918369,,3024392,
Germany,All,Import,Value (USD 1000),USD 1000,539999,,671454,,770389,,891246,,1031110,,826632,,829944,,838094,,808321,,829114,,1124101,,1282188,,1447527,,1497610,,1914175,,2129105,,2206691,,1899940,,2340571,,2504124,,2566535,,2385003,,2649313,,2309380,,2282399,,2370057,,2440391,,2658455,,2830918,,3262805,,3778631,,4323840,,4544772,,4610989,,4762512,,5564571,,5241026,,5475657,,6095489,,5189958,,5661524,,5780943,,6048383,
Ghana,All,Export,Value (USD 1000),USD 1000,1351,,4052,,34276,F,46687,F,41961,F,55681,F,47166,F,22690,F,16560,F,20195,,19868,,15207,,20976,,13232,,21592,,23657,F,17201,F,21810,F,29187,F,43950,F,65129,,96944,,69300,,72233,,78472,,83513,,76255,F,120460,,93785,,97439,,51956,,61001,,44134,,53923,F,64392,F,72832,F,85406,F,80253,F,90997,F,107260,F,133152,F,209776,,226858,
Ghana,All,Import,Value (USD 1000),USD 1000,28377,,20953,,63575,,39880,,34241,,25065,,15191,,15907,F,9674,F,17298,F,17590,F,11584,,6820,,11300,F,11100,F,13138,,22924,,19983,,22536,F,30442,F,68970,,63659,,105001,,103226,,83646,,92308,,125347,,58357,,119773,F,190725,,125321,,170804,,128738,,121399,,146384,,281436,,244230,,373200,,262109,,257222,,323623,,278177,,285956,
Greece,All,Export,Value (USD 1000),USD 1000,13196,,15139,,17743,,22855,,20027,,16307,,15019,,14733,,19723,,22004,,33376,,47039,,46824,,65640,,65374,,74048,,98798,,122078,,147888,,156680,,173927,,208014,,221558,,269125,,220815,,204682,,221408,,313130,,409196,,427025,,510560,,616609,,636428,,656395,,710621,,836541,,788655,,745424,,764322,,661958,,738906,,777505,,821540,
Greece,All,Import,Value (USD 1000),USD 1000,29759,,32144,,45373,,60994,,63264,,82862,,85823,,75625,,80335,,82174,,108180,,125034,,140506,,172563,,194330,,175413,,185329,,165405,,178926,,218222,,288545,,303415,,298511,,317208,,288303,,312434,,386471,,447207,,483961,,527013,,597886,,765119,,789508,,708464,,654963,,708790,,642209,,643680,,678392,,567082,,631504,,702752,,790152,
Greenland,All,Export,Value (USD 1000),USD 1000,40160,,48357,,55482,,96862,,137556,,147019,,104322,,116473,,101903,,135385,,211020,,288854,,307723,,326165,,375906,,325742,,315769,,290037,,267041,,345768,,336131,,269524,,237043,,265461,,266542,,239413,,247013,,352124,,342160,,364237,,352751,,295302,,418318,,319517,,355624,,451459,,432283,,446046,,515395,,377753,,512847,,540928,,594356,
Greenland,All,Import,Value (USD 1000),USD 1000,451,,607,,969,,581,,778,,702,,700,,696,,3881,,597,,962,,3005,,1413,,3628,,1829,,5883,,14117,,4270,,3513,,4104,,1772,,720,,1567,,1516,,2205,,2930,,2466,,3955,,4358,,3770,,5333,,2618,,5245,,6671,,6036,,5989,,5588,,9262,,6229,,6517,,5033,,4582,,5772,
Grenada,All,Export,Value (USD 1000),USD 1000,0,.,0,.,15,,17,,25,,19,,0,.,0,.,0,.,0,.,0,.,68,,257,,162,,59,,162,,365,F,675,F,1260,F,3739,,3097,,4293,,3708,,3531,,3408,,4052,,3863,,3258,,3086,,3517,,3734,,4115,,2957,,4919,F,6466,F,5402,F,5559,F,6629,F,8081,F,5360,F,7738,F,5188,F,7975,F
Grenada,All,Import,Value (USD 1000),USD 1000,0,.,0,.,779,,835,,958,,1114,,984,,680,,940,,1062,,1005,,1365,,1259,,1507,,1625,,2008,,1568,F,1224,F,1302,F,1783,,2214,,2190,,2391,,2533,,2181,,2556,,2558,,2550,,2676,,2966,,3922,,4704,,4622,,3807,,2980,F,2815,F,3233,F,2499,F,3008,F,2294,F,2780,F,2668,F,3329,F
Grenada,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,18,,18,,0,.,1,,1,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,14,,13,,23,,16,,0,0,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Guadeloupe,All,Export,Value (USD 1000),USD 1000,0,.,55,,28,,44,,35,,68,,54,,66,,80,,401,,243,,220,,131,,269,,250,,200,,121,,268,,230,,266,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Guadeloupe,All,Import,Value (USD 1000),USD 1000,4048,,4752,,5686,,7076,,8138,,8140,,7130,,8190,,6977,,7645,,10736,,14512,,16337,,15746,,18712,,22063,,24291,,21199,,25244,,30428,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
