Country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S
Lesotho,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,954,,1899,,2000,F,2414,,3399,,2580,,2500,F,2450,F,2500,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,9285,,6219,,6990,,5206,,3441,,1989,F,1972,F,1986,F,3055,,4425,,4145,,7028,,6365,,5714,F,10735,F,6690,,5283,F,6440,,8469,F
Liberia,All,Export,Value (USD 1000),USD 1000,2810,,2434,,2574,,2093,,1634,,647,F,471,,624,,780,,1635,,2137,,2294,,1115,,1430,,597,,1563,,614,,963,,908,,211,F,3,F,18,F,11,F,64,F,49,F,85,F,80,F,178,F,383,F,391,F,639,F,630,F,642,F,996,F,1199,F,693,F,640,F,541,F,422,F,445,F,524,F,597,F,981,F
Liberia,All,Import,Value (USD 1000),USD 1000,4420,F,5763,,6109,,7391,F,6623,,5263,,6656,F,8557,F,9632,F,6969,,6322,,6090,,7584,,6501,,6285,,5263,F,2393,,1078,,1785,,1730,F,2419,F,2199,F,1428,F,1412,F,2766,F,2215,F,1401,F,2207,F,2156,F,3117,F,4009,F,2936,F,6154,F,3583,F,5413,F,6328,F,10013,F,11718,F,17262,F,12289,F,10323,F,7262,F,8257,F
Libya,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,632,F,1480,F,0,.,0,.,0,.,260,F,520,F,330,F,380,F,22710,,23100,F,25000,F,31260,,32000,F,6369,F,6932,F,8870,F,5397,F,12462,F,8557,F,11230,F,10617,F,12023,F,14631,F,7647,F,8987,F,7685,F,5533,F,6582,F,4076,F,8959,F,10812,F,14322,F,17199,F,24676,F,36220,F,35811,F
Libya,All,Import,Value (USD 1000),USD 1000,3922,,838,,17180,,21497,,35345,,27965,,18498,,15335,F,18970,F,12000,F,7605,,11118,,20628,,25033,,15505,,39504,,30305,F,19520,F,10593,F,14379,F,13734,F,10852,F,12284,F,12785,F,9100,F,9612,F,9752,F,6931,,7677,,20093,F,33416,F,33137,,35543,,39634,,70795,,81395,F,146883,F,151333,F,161805,F,144150,F,176867,F,173488,F,213808,F
Lithuania,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,8444,,5585,F,19336,,39565,,60094,,68740,,52405,,33534,,34013,,61147,,77906,,115948,,137707,,189219,,210248,,254741,,285395,,326850,,380178,,414542,,387102,,458991,,558647,,520918,,583701,,647165,,682843,
Lithuania,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,952,,6292,F,27210,,31067,,71188,,72536,,62508,,50016,,56199,,92244,,88935,,113601,,127716,,179176,,188928,,237931,,289548,,297265,,350886,,358448,,365310,,439357,,511753,,447501,,539026,,573406,,641894,
Luxembourg,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,22516,,18188,,23990,,22152,,19873,,15511,,15274,,13259,,17550,,18806,,19379,,18968,,14940,,16511,,17987,,13978,,14762,,16849,,18944,
Luxembourg,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,65506,,62860,,63165,,77282,,80115,,77052,,83660,,88461,,101260,,98358,,100945,,111712,,109000,,115549,,126938,,108849,,117838,,123163,,139468,
Madagascar,All,Export,Value (USD 1000),USD 1000,12935,,18532,,13835,,17333,,18551,,16817,,21531,,23975,,23106,,22681,,25940,,44169,,36336,,37050,,46191,,49415,,52767,,68339,,104661,,93161,,100682,,77222,,55046,F,39630,F,38075,,127809,,152828,,86152,,73499,,132840,,162275,,186358,,160537,,116874,,114686,,159905,,112552,,130964,,158831,,113017,,136045,,177070,,151313,
Madagascar,All,Import,Value (USD 1000),USD 1000,218,,428,,48,,136,,241,,368,,90,,157,,132,,462,,298,,227,,558,,463,,345,,405,,8681,,7323,,6519,,8570,,5345,,14084,F,15744,F,11654,F,6745,F,8631,F,13651,F,16819,F,14190,F,18791,,33727,,58881,,28093,,19079,,28151,,44501,,36085,,41977,,36622,,21878,,20645,,27478,,16393,
Madagascar,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,4804,,1010,,1228,,619,,116,,36,,473,,310,,3160,,1636,,1536,,2207,,4802,,1217,
Malawi,All,Export,Value (USD 1000),USD 1000,967,,1158,,940,,1027,,2881,,1858,,1265,,902,,409,,379,,300,,433,,393,,346,F,428,,366,,214,,227,,349,,257,,424,,294,,105,,193,,143,,71,,122,,560,,733,,357,,1554,,259,,294,,198,,276,,451,,270,,254,,156,,136,F,209,,239,,348,F
Malawi,All,Import,Value (USD 1000),USD 1000,391,,278,,571,,442,,453,,432,,627,,688,,251,,333,,149,,213,,635,,748,,1345,,1403,,1272,,687,,1031,,627,,368,,921,,357,,671,,585,,392,,305,,714,,1017,,480,,1384,,1208,,1765,,2738,,2045,,1757,,1489,,2242,,2826,F,2622,,3094,,4119,,4326,F
Malawi,All,Reexports,Value (USD 1000),USD 1000,5,,0,.,0,.,1,,5,,0,.,3,,0,0,1,,29,,0,.,0,.,0,.,0,.,5,,18,,5,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Malaysia,All,Export,Value (USD 1000),USD 1000,106819,,83330,,103875,,167539,,126824,,129754,,118276,,104248,,105552,,106657,,132547,,191261,,191242,,210212,,230108,,265954,,295782,,307216,,325540,,335809,,328695,,338437,,187554,,184012,,200469,,220126,,381983,,256197,,573238,,619653,,624015,,738535,,770273,,657479,,827565,,916456,,846169,,800030,,866051,,688272,,712732,,718629,,762883,
Malaysia,All,Import,Value (USD 1000),USD 1000,38570,,43811,,54055,,67786,,71455,,80684,,99990,,88281,,123243,,110946,,126598,,157503,,143508,,164966,,146747,,171234,,245373,,266059,,309725,,333743,,349325,,351539,,234019,,270471,,307340,,336705,,400345,,377504,,538112,,530863,,580337,,644881,,594255,,683818,,790291,,998720,,1071037,,1070210,,1131857,,945414,,955990,,999274,,1059755,
Malaysia,All,Reexports,Value (USD 1000),USD 1000,0,,0,,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,125251,,118848,,153268,,137083,,0,.,182600,,14533,,18492,,17379,,17023,,26874,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Maldives,All,Export,Value (USD 1000),USD 1000,2832,,3236,,3860,,4365,,6857,,6997,,6150,,6579,,10397,,15453,,15777,,17693,,30158,,33873,,37843,,36969,,31521,,28707,,36503,,36770,,48928,,56405,,56732,,38943,,40923,,43975,,55987,,76471,,90255,,102531,,133598,,106030,,124346,,74859,,71343,,118325,,158645,,138986,,141554,,140428,,137568,,196178,,178386,
Maldives,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,373,F,0,.,2533,,2955,,3336,,4297,,3235,,5802,,8626,,8687,,8394,,11252,,16992,,20117,,23769,,27611,,26119,,27722,,32086,,30699,
Mali,All,Export,Value (USD 1000),USD 1000,1920,,1800,,1290,,924,,1990,,2079,F,1963,,754,,626,,879,,1383,,255,,1053,,1103,,721,,735,,550,,514,,370,F,412,F,3715,,191,,388,F,488,F,422,F,259,,200,,92,,115,,62,,281,,926,,130,,165,F,87,,251,,60,,155,F,335,F,319,F,500,,311,,275,F
Mali,All,Import,Value (USD 1000),USD 1000,272,,303,,381,,222,,387,,0,.,1253,,180,,408,,1336,,3019,,5097,,1900,F,1770,F,3461,,2670,F,2490,F,3700,F,758,F,1651,F,835,,2175,,1862,,2886,,1747,,1193,,699,,2434,,3474,,5255,,6513,,6852,,7875,,9721,F,11696,,11166,,11973,,13344,F,25148,F,27282,F,30445,,36374,,38707,F
Mali,All,Reexports,Value (USD 1000),USD 1000,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,3,,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Malta,All,Export,Value (USD 1000),USD 1000,12,,0,.,0,.,0,.,238,,238,,274,,254,,1388,,3627,,140,,475,,369,,405,,458,,1008,,1802,,5910,,6509,,2615,,5364,,6118,,5710,,6409,,7708,,13205,,40937,,36275,,17128,,11771,,64421,,49822,,93992,,20608,,89256,,77525,,104426,,139568,,130017,,132857,,176378,,156942,,177005,
Malta,All,Import,Value (USD 1000),USD 1000,2514,,3278,,4288,,4608,F,8542,,6416,,3919,,4565,,4912,,5693,,6237,,7529,,9406,,13909,,13941,,19362,,21189,,15639,,14606,,17552,,19225,,18785,,20646,,19605,,17158,,22981,,21148,,32092,,32035,,30414,,38398,,43748,,55010,,60630,,51052,,58224,,96420,,64269,,98907,,69966,,137028,,175959,,196120,
Malta,All,Reexports,Value (USD 1000),USD 1000,9,,2,,0,0,0,0,0,.,0,.,4,,0,.,9,,4,,0,.,6,,0,.,0,.,1928,,803,,277,,339,,0,.,0,.,0,.,374,,96,,162,,254,,417,,576,,152,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Marshall Islands,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,73,,0,.,0,.,0,.,0,.,0,.,0,.,110,F,220,F,170,F,580,F,530,F,625,F,690,F,523,F,2893,F,1683,F,222,F,256,F,2703,F,8109,,16273,F,16395,F,29130,F,30238,F,18022,F,27893,F,44800,F,45186,F,54056,F,89737,F,126846,F,120392,F,96552,F,72676,F,75213,F,82184,F,71696,F
Marshall Islands,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,60,F,335,,240,F,130,F,285,F,350,F,300,F,230,F,210,F,212,F,210,F,230,F,230,F,250,F,199,F,255,F,433,F,232,F,120,F,191,F,189,F,420,F,735,F,824,F,632,F,527,F,1047,F,2198,F,1726,F,2458,F,1921,F,5420,F,3747,F,5791,F,2686,F,2262,F,4037,F,5364,F
Martinique,All,Export,Value (USD 1000),USD 1000,0,.,48,,25,,123,,61,,103,,68,,102,,76,,173,,107,,157,,969,,217,,460,,238,,93,,261,,161,,169,,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Martinique,All,Import,Value (USD 1000),USD 1000,5987,,8296,,10714,,12864,,12299,,13979,,10581,,12725,,10050,,12839,,17242,,21625,,23893,,24327,,26257,,31096,,34199,,31406,,34245,,38680,,0,-,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Mauritania,All,Export,Value (USD 1000),USD 1000,14463,,16699,,19459,F,10257,F,11071,F,36003,F,34800,F,50962,F,55234,F,74762,F,133964,F,133622,F,115399,F,137344,F,120337,F,111352,F,101198,F,97292,F,99916,F,160097,F,175000,F,124131,F,128800,,95607,F,87190,,91302,,95916,,107103,,114437,,124305,F,130981,F,154617,,143340,,136302,F,209004,F,313120,,386053,,353003,,464593,,548560,,612080,,828183,,1311130,F
Mauritania,All,Import,Value (USD 1000),USD 1000,123,,0,.,0,.,0,.,66,,0,.,300,,131,,621,,400,F,270,F,160,F,250,F,455,,480,F,700,,446,,786,,910,F,1039,F,1068,F,2532,F,1011,F,594,F,29,,29,,57,,61,,24,,260,,171,,161,,191,,430,,827,,722,,737,,958,,1350,,1393,F,1749,,1189,,1948,F
Mauritius,All,Export,Value (USD 1000),USD 1000,2827,,4814,,5227,,4049,,5468,,6774,,5842,,6637,,8016,,9905,,10055,,10703,,16190,,14470,,10772,,20217,,20106,,23108,,30392,,38141,,42190,,45416,,42795,,38559,,36659,,63193,,68414,,75027,,84202,,109424,,160250,,196799,,214987,,217495,,259046,,278001,,348678,,385284,,369769,,289374,,300198,,450648,,473387,
Mauritius,All,Import,Value (USD 1000),USD 1000,5203,,8025,,11149,,10286,,11648,,11757,,8542,,7260,,7158,,6689,,8011,,7436,,7978,,11302,,18046,,15851,,31371,,20172,,29939,,40142,,44168,,44852,,47454,,32829,,41885,,53485,,129642,,93759,,117233,,146111,,214748,,229956,,306052,,240627,,238068,,305504,,398377,,395572,,354144,,276991,,330525,,389894,,327032,
Mauritius,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,427,,0,.,0,.,0,.,0,.,0,.,68224,,35484,,37943,,54864,,65903,,67670,,67985,,70907,,79878,,70540,,91461,,119842,,117988,,129245,,129770,,0,-,0,-
Mayotte,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,6,,5,,2,,0,.,0,.,3,F,0,.,0,.,0,.,10,,165,,681,,1057,,827,,690,,851,,837,,868,,748,,741,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Mayotte,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,99,F,158,F,488,F,50,F,0,.,1078,,1498,,1790,,2154,,2156,,2480,,3046,,3101,,4666,,3415,,2785,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Mexico,All,Export,Value (USD 1000),USD 1000,205220,,192663,,490404,,429363,,580038,,494479,,472472,,410599,,437371,,378299,,457308,,569639,,439194,,494995,,363880,,401349,,320669,,435701,,482984,,710733,,740980,,828510,,721810,,655274,,710620,,673430,,607786,,638192,,634779,,624098,,731619,,831043,,833537,,807350,,773770,,1122897,,1082752,,1093127,,1171429,,1054073,,1035726,,1298053,,1468076,
Mexico,All,Import,Value (USD 1000),USD 1000,12517,,10023,,24263,,34599,,35214,,33866,,27566,,3672,,8792,,11290,,5981,,6277,,37914,,46275,,63098,,53881,,74129,,128454,,159690,,90936,,83544,,115729,,102088,,131431,,149985,,173830,,190765,,228918,,310271,,365518,,447318,,549476,,598756,,393350,,539852,,641667,,677155,,803372,,955754,,807179,,837914,,938190,,927069,
"Micronesia, Fed.States of",All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,17443,,25005,,30049,F,34160,F,12281,F,9631,F,18202,F,21731,F,18027,F,27181,F,27098,F,26291,F,28062,F,29347,F,25060,F,10151,F,20979,F,26724,F,24345,F,28159,F,39395,F,63866,F,36347,F,54945,F,67900,F,54233,F,85523,F,115687,F
"Micronesia, Fed.States of",All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,933,,1718,,1474,,1261,,2526,,6209,,4172,F,6465,F,3919,F,4825,F,2538,F,3280,F,2265,F,2157,F,2462,F,3297,F,3823,F,2666,F,1907,F,1946,F,3145,F,4049,F,5238,F,7961,F,15424,F,13194,F,9187,F,7891,F,4607,F,4132,F,8564,F
"Moldova, Republic of",All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,194,,88,,88,,33,,0,.,2,,5,,15,,440,,0,.,0,0,41,,3,,7,,6,,7,,8,,5,,52,,0,0,0,0,0,0,13,,17,,9,
"Moldova, Republic of",All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2569,,6594,,13197,,11409,,9104,,2832,,3578,,8512,,9726,,9021,,13533,,18892,,22984,,32243,,49687,,39922,,42669,,48015,,53323,,56004,,53560,,39360,,45487,,49092,,54105,
"Moldova, Republic of",All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,89,,471,,1731,,163,,381,,6,,0,.,0,.,0,.,43,,51,,15,,33,,14,,172,,27,,0,.,0,.,16,,93,,64,,9,,23,,20,
Mongolia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,183,F,136,,90,,230,,265,,222,,76,,147,,162,,95,,249,,231,,118,,89,F,70,F,205,F,193,F,216,F,75,,109,,134,,48,,86,F,12,
Mongolia,All,Import,Value (USD 1000),USD 1000,1800,,660,,1290,,1497,,1408,,1144,,903,,1040,,1310,,1150,F,2040,F,2480,F,2400,F,2140,F,2370,F,0,.,0,.,20,F,0,.,55,,52,,241,,104,,96,,239,,357,,534,,346,,246,,333,,405,,786,,1209,F,1273,F,2832,F,4173,F,6381,F,5443,,3646,,3469,,3741,,3917,,5186,
Mongolia,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,16,,0,.,4,,0,-,0,-,0,-
Montenegro,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,972,,846,,409,,1488,,631,,260,,41,,14,,44,,3,,109,,87,,65,
Montenegro,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,7802,,12473,,14947,,13222,,13106,,15064,,14445,,17282,,17615,,15273,,17954,,20938,,22453,
Montserrat,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,235,,245,,213,,212,,228,,206,,267,,334,,318,,362,,386,,325,,343,,372,,390,,343,,312,,397,,429,,439,F
Morocco,All,Export,Value (USD 1000),USD 1000,80045,,70882,,90160,,107947,,118642,,192669,,154568,,198995,,203894,,220235,,306724,,356577,,415703,,421568,,522700,,608946,,554738,,538833,,638009,,806377,,765652,,705521,,764351,,774979,,976427,,874408,,964134,,1014499,,831813,,1094479,,1266340,,1410329,,1728515,,1578773,,1518011,,1461548,,1767536,,1867981,,2038349,,2005351,,2170107,,2268179,,2358896,
Morocco,All,Import,Value (USD 1000),USD 1000,111,,128,,80,,73,,80,,51,,68,,38,,246,,93,,833,,1339,,2335,,3707,,6722,,4630,,5993,,9899,,9351,,8492,,8065,,12802,,14749,,10951,,9871,,9704,,13407,,21604,,33087,,36340,,61272,,62109,,72882,,92378,,120673,,150651,,143670,,164774,,211209,,185691,,170198,,177308,,245598,
Mozambique,All,Export,Value (USD 1000),USD 1000,12434,,9613,,12150,,15400,,20592,,52449,,38524,,31200,,28264,,33402,,34423,,38243,,39867,,32575,,50629,,63240,,66453,,70802,,68763,,65110,,86343,,84315,,91256,F,75006,,99889,,99716,,122840,,96018,,100469,,85036,,96698,,70190,,76913,,66626,,56802,,51857,,27456,,43809,,61530,,38562,,46368,,42409,,72421,
Mozambique,All,Import,Value (USD 1000),USD 1000,3876,,1950,F,3730,F,5094,,4216,,3576,,5950,F,9315,F,7810,F,6620,F,9922,,14926,,14000,F,9365,F,9635,F,11140,F,10500,F,10266,F,2249,,2023,F,1623,,3919,,2483,F,4758,F,9403,,8559,,10992,,33391,,28918,,33561,,31781,,26693,,38898,,39820,,35486,,58264,,50371,,94399,,92688,,85836,,61863,,74043,,78909,
Myanmar,All,Export,Value (USD 1000),USD 1000,2470,,3033,,4425,F,7323,F,10020,,11015,,14808,,17343,,8225,,8463,,12502,F,3033,F,11764,,9844,,15689,F,12893,F,12966,F,51000,F,69738,,120600,,114405,,163000,,167090,,201328,,183707,,218291,,251534,,317382,,318514,,456919,,382951,,376315,,560568,,483230,,495454,,555515,,654129,,652840,,536255,,482237,,561826,,696180,,708945,
Myanmar,All,Import,Value (USD 1000),USD 1000,2,F,2,F,8,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2395,F,3374,F,3125,F,2935,F,4018,F,4900,F,3540,F,1179,F,739,F,1089,F,742,F,1389,,642,F,1685,F,2789,F,3186,F,2533,F,2914,F,5189,F,6376,F,10996,F,13666,F,13505,F,10944,F,15187,F,10563,,9147,,9724,,11704,
Namibia,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,54496,F,57882,F,313053,,329621,,198906,,247829,,386023,,291992,,283931,,330327,,291749,,334518,,361817,,376924,,458543,,502720,,576978,,715263,,783413,,772824,,758602,,784628,,724474,,620159,,643843,,747738,,772015,
Namibia,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,7605,,11419,,13615,,5984,,24214,,13132,,9375,,9423,,19685,,22063,,20204,,35351,,39425,,56011,,51604,,49009,,40504,,46413,,49754,,41524,,59227,,48909,,57497,
Namibia,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,4649,,3067,,4113,,0,-
Nepal,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,90,,171,,156,,108,,68,,35,,45,,0,.,0,.,39,,69,F,0,.,5,F,152,F,39,,71,F,28,F,3,F,16,,42,F,33,F,0,.,0,0,0,.,3,,5,,5,,14,,9,,5,,5,,10,,21,,13,F
Nepal,All,Import,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,81,,102,,108,,214,,224,,110,,0,.,0,.,0,.,416,,581,F,512,F,620,F,206,F,254,,362,,353,F,364,F,481,,333,F,332,F,650,F,1072,F,1972,F,2986,,2745,,6522,,7934,,7944,,12899,,8548,,11128,,12956,,14166,F
Netherlands,All,Export,Value (USD 1000),USD 1000,267130,,318514,,401601,,507976,,529085,,515512,,507915,,515074,,505673,,549945,,775091,,962711,,959556,,1001982,,1317675,,1361016,,1410776,,1300608,,1442416,,1464034,,1488695,,1434646,,1373510,,1754731,,1351828,,1427251,,1812577,,2196412,,2468384,,2837525,,2827177,,3300086,,3414376,,3162079,,3231463,,3579226,,3481287,,3493042,,4062591,,3634252,,4209954,,5297877,,5670057,
Netherlands,All,Import,Value (USD 1000),USD 1000,200825,,258660,,317250,,370038,,390649,,331578,,310975,,273828,,289215,,309415,,389314,,511041,,579781,,615944,,770793,,868946,,890389,,793869,,1020389,,1200293,,1148335,,1114143,,1238887,,1314307,,1172233,,1238817,,1343724,,1712736,,1850165,,2093559,,2296876,,2629196,,2940671,,2792668,,2810201,,3305452,,3199207,,3208476,,3698793,,3071269,,3341043,,4310968,,4535928,
Netherlands Antilles,All,Export,Value (USD 1000),USD 1000,0,.,0,.,0,.,69,,0,.,1,,11,,16,,10,,401,,176,,130,,88,,162,,414,,527,,240,,160,,148,,144,,1074,F,833,F,5056,F,5718,F,5696,F,5952,F,5285,F,9168,F,9987,F,2604,F,3262,F,2534,F,18956,F,17230,F,14817,F,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,
Netherlands Antilles,All,Import,Value (USD 1000),USD 1000,4562,,4707,,4710,F,6695,,6900,F,7944,,8857,,8685,,8793,,5385,,7021,,8522,,8469,,9298,,9511,,7169,,8222,,8323,,7672,,10561,,4106,F,5728,F,10191,,7683,F,12653,F,7019,F,4555,F,6143,F,7328,F,10078,,11803,,11637,,14021,,18983,F,18513,F,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,
New Caledonia,All,Export,Value (USD 1000),USD 1000,24,,165,,66,,125,,86,,338,,909,,558,,1097,,800,F,1387,,3288,,3640,F,4920,F,7211,F,8288,F,8261,,7724,,8179,,10873,,9559,,13662,,15754,,18938,,19052,,22732,,22059,,26076,,30202,,31435,,34025,,26017,,29310,,25221,,20993,,19088,,20912,,22882,,24233,,18541,,18991,,18065,F,15199,F
New Caledonia,All,Import,Value (USD 1000),USD 1000,2231,,2453,,2597,,2769,,3222,,2853,,2701,,2461,,2108,,2005,,3440,,4451,,4036,F,3854,,4231,F,4428,,4606,,5966,,6275,,6163,,7065,,7012,,7037,,5683,,5715,,7570,,7338,,9138,,10632,,11812,,13160,,14775,,17133,,11770,,16541,,16255,,18875,,16518,,17636,,15649,,14739,,12688,F,16004,F
New Caledonia,All,Reexports,Value (USD 1000),USD 1000,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,179,,3,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
