Country (Name),Commodity (Name),Trade flow (Name),Unit (Name),Unit,[1976],S,[1977],S,[1978],S,[1979],S,[1980],S,[1981],S,[1982],S,[1983],S,[1984],S,[1985],S,[1986],S,[1987],S,[1988],S,[1989],S,[1990],S,[1991],S,[1992],S,[1993],S,[1994],S,[1995],S,[1996],S,[1997],S,[1998],S,[1999],S,[2000],S,[2001],S,[2002],S,[2003],S,[2004],S,[2005],S,[2006],S,[2007],S,[2008],S,[2009],S,[2010],S,[2011],S,[2012],S,[2013],S,[2014],S,[2015],S,[2016],S,[2017],S,[2018],S
Lesotho,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,0,11,F,5,,3,,0,.,0,.,0,.,26,,183,,427,,463,,136,,194,F,531,F,533,,567,F,812,,830,F
Lesotho,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,880,F,1430,F,1400,F,1790,F,2435,F,2000,F,1800,F,1700,F,1700,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2304,F,4574,F,5533,F,2538,,1599,,746,F,724,F,747,F,937,,1225,,1105,,2341,,1633,,1555,F,3249,F,1513,,1979,F,2438,,2811,F
Liberia,All,Export,Tonnes – net product weight,Tonnes – net product weight,1575,,879,,1524,,1201,,944,,280,F,304,,359,,480,,1016,,1206,,949,,640,,812,,341,,567,,161,,338,,322,,91,F,2,F,2,F,3,F,8,F,32,F,69,F,151,F,83,F,51,F,78,F,236,F,127,F,65,F,91,F,96,F,91,F,107,F,98,F,102,F,102,F,132,F,152,F,283,F
Liberia,All,Import,Tonnes – net product weight,Tonnes – net product weight,11891,F,12884,F,12881,F,14232,F,10301,F,7971,F,11100,F,14417,F,18643,F,14293,,13891,,11800,,12972,,12716,,9790,,5308,,3536,,2040,,2227,,2196,F,2540,F,2547,F,2560,F,2523,F,3770,F,1904,F,1150,F,2624,F,1168,F,1432,F,2395,F,1150,F,4069,F,3346,F,6090,F,6866,F,7087,F,11505,F,14435,F,12598,F,10861,F,6374,F,5423,F
Liberia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,2048,,3075,,2470,,2545,F,2383,,1497,,3163,,1234,,2460,,2217,,3902,,2712,,2097,,2233,,2278,,2415,,2774,,6830,,11472,,7726,,7286,,6550,F,6300,F,6359,,5200,F,4100,F,5600,F,6437,,8200,F,8900,F,9700,F,10600,F,11450,F,11500,F,11600,F,11700,F,10742,F,17839,F
Libya,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,430,F,856,F,0,.,0,.,0,.,112,F,168,F,115,F,169,F,2152,,2150,F,3000,F,5500,,5500,F,1149,F,1288,F,1730,F,1279,F,1913,F,1405,F,1720,F,2222,F,3133,F,3845,F,2000,F,1137,F,1069,,630,F,625,F,463,F,980,F,1029,F,924,F,1063,F,2105,F,4200,F,2541,F
Libya,All,Import,Tonnes – net product weight,Tonnes – net product weight,3173,,262,,7099,,8209,,10167,,7676,,11897,,15280,F,29700,F,17500,F,10578,F,13108,F,19764,F,18644,F,4154,,9245,,9620,F,8873,F,4595,F,5032,F,7182,F,7572,F,4035,F,3829,F,4489,F,4969,F,4182,F,4438,,4782,,9360,F,13638,F,17067,,17489,,27843,,43472,,39252,F,55782,F,57135,F,51800,F,41572,F,43066,F,37117,F,48927,F
Libya,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,800,F,468,,1280,,1127,,2797,,3047,,3771,,1714,,1324,,1011,,1000,F,993,,1000,F,890,F,1050,F,1260,F,1650,F,1890,F,2330,F,2360,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Lithuania,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,21769,,5365,F,20197,,44133,,61467,,63419,,73012,,30189,,31386,,65255,,71701,,94136,,79191,,100566,,93158,,107027,,95325,,108035,,98870,,99197,,100722,,114310,,123075,,123850,,126811,,128720,,144014,
Lithuania,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1639,,6894,F,42773,,40165,,87944,,101500,,99119,,59237,,66684,,103910,,85465,,93538,,87096,,103292,,94474,,102957,,108646,,112158,,114486,,109708,,120714,,138477,,150730,,142487,,147967,,152646,,161833,
Lithuania,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,18458,F,4618,F,15249,F,41033,F,51311,F,45570,F,69795,F,26905,F,29150,F,59864,,106297,,141204,,150566,,127798,,93204,,113818,,320942,,343916,,210920,,200643,,155841,,189445,,257728,,208023,,243597,,225247,,212910,
Luxembourg,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,6114,,4398,,3398,,2624,,2070,,1488,,911,,889,,1181,,1323,,1809,,1617,,1360,,1313,,1309,,1424,,1242,,1304,,1519,
Luxembourg,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,12919,,11032,,9856,,9870,,9105,,8354,,8513,,8353,,8641,,8764,,10652,,11028,,11798,,11419,,12122,,12368,,12466,,12083,,12949,
Madagascar,All,Export,Tonnes – net product weight,Tonnes – net product weight,3301,,4314,,3488,,3561,,3435,,3261,,3989,,3597,,4022,,4428,,4531,,6705,,5957,,6308,,7929,,9048,,16005,,19846,,24732,,27619,,26743,,16020,,17344,F,16042,F,14233,,31371,,32867,,31232,,28664,,24428,,33619,,30218,,22802,,20024,,22862,,25840,,17498,,19384,,24410,,20910,,22045,,26034,,24261,
Madagascar,All,Import,Tonnes – net product weight,Tonnes – net product weight,163,,314,,30,,62,,75,,137,,26,,73,,48,,148,,130,,100,,269,,262,,252,,248,,15308,,13616,,8100,,10632,,6962,,16594,F,12996,F,15647,F,13656,F,12686,F,17643,F,23356,F,19430,F,15842,,30357,,24024,,15483,,15346,,19684,,23203,,17769,,18737,,25012,,15548,,14463,,14338,,8255,
Madagascar,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,6866,,6037,,4927,,4308,,4662,,6595,,6576,,7586,,7624,,7515,,7780,,8749,,8938,F,9011,F,9908,F,11123,F,24991,,29373,F,29983,,33502,F,32963,F,26300,F,29360,F,28818,F,25705,F,29416,F,29370,F,37304,F,34853,F,24735,F,34220,F,33861,F,26298,F,28741,F,31086,F,34650,F,45788,,56586,,51162,,71161,,56750,,35240,,42272,
Madagascar,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,421,,531,,166,,36,,101,,32,,378,,214,,1322,,785,,996,,1166,,2061,,521,
Malawi,All,Export,Tonnes – net product weight,Tonnes – net product weight,823,,1065,,783,,1045,,2518,,1468,,1473,,911,,324,,254,,185,F,306,,207,,41,,97,,56,,43,,183,,58,,61,,71,,54,,33,,43,,42,,40,,26,,43,,42,,168,,585,,32,,34,,15,,21,,67,,49,,23,,14,,12,,20,,43,,65,F
Malawi,All,Import,Tonnes – net product weight,Tonnes – net product weight,466,,139,,292,,259,,237,,192,,358,,596,,140,,177,,87,,194,,517,,742,,1366,,1339,,1319,,798,,1050,,798,,463,,956,,474,,701,,1688,,513,,425,,598,,1047,,598,,2023,,1947,,3740,,2666,,2262,,1551,,1434,,1925,,2660,,2766,,3309,,2483,,3491,F
Malawi,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,5,,0,.,0,.,0,0,4,,0,.,5,,0,0,3,,14,,0,.,0,.,0,.,0,.,1,,9,,6,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Malaysia,All,Export,Tonnes – net product weight,Tonnes – net product weight,103027,,84160,,115973,,117158,,121762,,133696,,120008,,106444,,117829,,163500,,182754,,172894,,138275,,155079,,154060,,164739,,195139,,198846,,194989,,189238,,192184,,105888,,100324,,91844,,95435,,126229,,203327,,160262,,270695,,275006,,255890,,303461,,283494,,257413,,290662,,295022,,266469,,246024,,239451,,252718,,296626,,236614,,262745,
Malaysia,All,Import,Tonnes – net product weight,Tonnes – net product weight,115501,,121862,,134577,,176011,,151227,,149574,,184359,,161471,,232102,,217951,,238405,,256279,,240142,,265266,,225845,,243893,,254112,,259806,,273527,,257886,,288878,,297802,,250126,,300256,,322923,,353400,,464172,,386586,,325116,,400766,,440135,,440270,,386051,,411544,,424032,,365460,,417029,,463235,,465400,,419279,,408251,,419385,,422473,
Malaysia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,47750,,46073,,50019,,74457,,77665,,79177,,60081,,76856,,80580,,66641,,60368,,99073,,112085,,88447,,93115,,91492,,84647,,82923,,85214,,80883,,90264,,87654,,92228,,85251,,108596,F,117927,F,128805,F,122792,F,169462,F,171799,F,164007,F,183448,F,180058,F,168587,F,182575,F,189043,F,141202,F,205918,F,217520,F,183850,F,172025,F,147860,F,150456,F
Malaysia,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,,0,,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,45284,,44915,,48966,,49797,,0,.,72150,,7879,,6499,,9428,,7424,,14575,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Maldives,All,Export,Tonnes – net product weight,Tonnes – net product weight,10102,,12618,,13037,,14742,,16945,,15848,,12166,,10186,,16413,,22396,,22613,,19928,,26581,,31385,,32005,,27777,,20842,,23954,,25017,,21442,,31683,,33158,,31961,,36794,,31108,,31609,,47637,,72199,,78021,,84287,,113273,,68158,,66697,,41252,,34933,,39809,,41769,,43549,,50000,,45958,,49114,,74474,,71774,
Maldives,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,59,F,0,.,303,,577,,464,,495,,348,,884,,1264,,1399,,856,,1471,,2748,,1970,,2253,,3965,,3712,,3510,,3836,,3782,
Maldives,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,10264,,12643,,12515,,14714,,16946,,15848,,12166,,10186,,16413,,22390,,22590,,19878,,26028,,30975,,31250,,27359,,20720,,23833,,24938,,21107,,32557,,32573,,30887,,36038,,30194,,30757,,44658,,67456,,71384,,127604,,147427,,97815,,84918,,63610,,56678,,49220,,45326,,57553,,55089,,65050,,58885,,98281,,110751,
Mali,All,Export,Tonnes – net product weight,Tonnes – net product weight,2602,,2029,,1154,,1147,,2163,,1237,,1360,,274,,399,,971,,1100,,519,,561,,714,,345,,363,,345,,301,,250,,256,F,1893,,670,,411,,400,,776,,990,,1136,,425,,461,,378,,337,,634,,496,,301,F,333,,909,,186,,389,F,1020,F,1090,F,1661,,1219,,1189,F
Mali,All,Import,Tonnes – net product weight,Tonnes – net product weight,234,,205,,222,,153,,315,,0,.,436,,49,,247,,1263,,1311,,2827,,1828,F,1610,F,2487,,2282,F,2222,F,2458,F,679,,1274,F,826,,1628,,1923,,2949,,2784,,3175,,2900,,5618,,7027,,11052,,13022,,14753,,16222,,16892,F,23664,,22648,,25013,,23849,F,34637,F,45148,F,54486,,62528,,58157,F
Mali,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,9076,,5800,,5859,,7157,,8865,,6319,,6020,,3613,,2258,,2103,,3658,,2706,,2733,,3410,,3200,,2778,,2134,,2140,,1614,F,5100,F,5749,F,8188,,7764,,7550,,9485,,9300,F,7900,F,7900,F,7900,F,7900,F,7900,F,8756,,15997,,15008,,20016,,12351,,8730,,13625,,11857,,29967,,19939,,16203,,19420,
Mali,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,20,,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Malta,All,Export,Tonnes – net product weight,Tonnes – net product weight,5,,0,.,0,.,0,.,45,,61,,73,,94,,595,,1548,,46,,388,,77,,83,,66,,123,,259,,1082,F,1013,,641,F,1300,,1585,,1602,,1853,,1992,,2269,,3150,,3314,,1470,,1380,,4489,,3175,,4698,,2455,,7293,,4445,,6025,,8533,,8541,,11133,,14472,,12242,,15041,
Malta,All,Import,Tonnes – net product weight,Tonnes – net product weight,1947,,2088,F,2369,F,2359,F,4278,F,3276,F,1955,F,2165,F,2438,F,3796,F,2953,F,3397,F,3301,,5385,,3932,,5374,,6165,,5480,F,6197,,6987,F,7172,,7788,,7555,,7894,,8081,,17360,,14614,,27246,,26481,,17005,,23413,,30563,,26879,,36241,,24636,,20181,,29497,,30028,,33699,,32184,,56705,,68196,,81198,
Malta,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,0,0,0,.,7,,0,.,0,.,579,,285,,86,,83,F,0,.,0,.,0,.,104,,14,,72,,93,,606,,276,,82,,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-
Marshall Islands,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,0,0,.,0,.,0,.,0,.,0,.,0,.,0,0,0,0,0,0,110,F,100,F,81,F,90,F,6,F,570,F,99,F,33,F,174,F,3989,F,11131,F,16555,F,15006,F,21643,F,25589,F,15390,F,20406,F,25953,F,36418,F,40449,F,53581,F,55124,F,58123,F,61862,F,56185,F,50121,F,46755,F,45785,F
Marshall Islands,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,45,F,190,F,150,F,59,F,115,F,112,F,95,F,70,F,65,F,60,F,55,F,60,F,60,F,65,F,60,F,100,F,327,F,112,F,60,F,120,F,103,F,267,F,285,F,357,F,308,F,392,F,586,F,1077,F,762,F,1403,F,1151,F,3028,F,1700,F,2712,F,1411,F,1388,F,2610,F,3826,F
Martinique,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,23,,8,,56,,25,,41,,19,,26,,13,,43,,12,,31,,98,,41,,134,,50,,17,,59,,27,,16,,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Martinique,All,Import,Tonnes – net product weight,Tonnes – net product weight,3410,,4538,,4866,,5217,,4477,,5485,,4278,,5419,,4540,,5391,,5810,,5758,,6505,,6936,,6609,,7181,,7616,,7693,,7933,,8026,,0,-,0,-,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Mauritania,All,Export,Tonnes – net product weight,Tonnes – net product weight,17429,,20713,,23109,,10471,F,11418,,30193,F,33500,F,43774,F,37295,F,42965,F,53818,F,60030,F,52233,F,48351,F,42373,F,41511,F,41802,F,39599,F,35744,F,39402,,42936,F,34677,F,42117,,52755,,86425,,86781,,94868,,89515,,74836,,104165,,95645,,116566,,142449,,93193,,134263,,264473,,359722,,261949,,333615,,358788,F,496204,,643824,,788493,F
Mauritania,All,Import,Tonnes – net product weight,Tonnes – net product weight,79,,0,.,0,.,0,.,12,,0,.,111,,64,,176,,135,F,100,F,117,F,153,F,294,,258,F,555,,303,,374,,455,F,569,F,502,F,883,F,795,F,869,F,120,,173,,414,,457,,165,,1795,,321,,569,,684,,1433,,2332,,1987,,2915,,3142,,4430,,3860,F,4427,,3931,,6212,F
Mauritania,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,17785,,20742,,23109,,10471,F,11418,,30493,F,36230,F,45976,F,38191,F,61643,F,74577,F,78951,F,71606,F,67486,F,62441,F,61891,F,62932,F,57829,F,60346,F,58069,F,60188,F,53820,F,57785,F,52923,F,112998,F,109710,F,120364,F,113390,F,98036,F,131140,F,120940,F,137350,F,150680,F,189410,F,163881,F,291172,F,315574,F,281900,F,335020,F,349974,F,408760,F,611820,F,898841,
Mauritius,All,Export,Tonnes – net product weight,Tonnes – net product weight,1219,,1810,,1790,,1384,,1317,,1701,,2322,,2550,,3177,,4449,,3492,,4464,,5678,,5187,,3742,,6748,,7567,,8511,,9899,,13592,,14006,,15912,,13019,,15203,,18160,,27382,,28945,,32555,,33412,,36770,,52852,,52248,,49731,,52796,,66733,,61614,,69832,,70750,,84336,,76998,,79675,,146999,,141222,
Mauritius,All,Import,Tonnes – net product weight,Tonnes – net product weight,7077,,9365,,11080,,9397,,9088,,9028,,7433,,6762,,6891,,6560,,7180,,5471,,5820,,7978,,11104,,10273,,26115,,15857,,23748,,33866,,33256,,33538,,36328,,32164,,44496,,53227,,85406,,65365,,82521,,106135,,153602,,131917,,153131,,150043,,145859,,166676,,156347,,178024,,192985,,189893,,193736,,188408,,169687,
Mauritius,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,4557,,6068,,5827,,5171,,4453,,4904,,7201,,7040,,6410,,9311,,10402,,12025,,11679,,14431,,16007,,20910,,22673,,20206,,21522,,26307,,24506,,25947,,22914,,21011,,29174,,36062,,40199,,48117,,51663,,57236,,79210,,63516,,61393,,101120,,91508,,66760,,73869,,60985,,67413,,78761,,81174,,85688,F,91146,
Mauritius,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,116,,0,.,0,.,0,.,0,.,0,.,21097,,18075,,20720,,30507,,30215,,37208,,35940,,39780,,44781,,38975,,47439,,57598,,67240,,79251,,80225,,0,-,0,-
Mayotte,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1,,1,,1,,0,.,0,.,0,0,0,.,0,.,0,.,4,,29,,129,,202,,131,,124,,122,,122,,95,,83,,80,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Mayotte,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,22,F,55,F,416,F,35,F,0,.,666,,918,,1190,,1195,,1063,,1290,,1345,,1160,,1740,,1384,,1250,F,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,
Mexico,All,Export,Tonnes – net product weight,Tonnes – net product weight,46937,,51993,,56699,,53527,,60495,,53796,,50133,,45863,,40769,,67850,,112027,,128239,,130326,,139019,,123312,,120749,,107959,,105275,,87979,,203205,,249287,,240166,,175833,,207333,,189482,,223661,,214901,,203630,,141966,,128452,,196790,,195637,,258976,,290433,,232984,,362876,,336656,,257993,,234681,,172926,,176244,,290275,,327865,
Mexico,All,Import,Tonnes – net product weight,Tonnes – net product weight,34678,,15745,,34264,,56685,,40870,,34443,,34774,,8908,,21188,,8009,,7437,,5163,,37362,,63353,,87331,,77447,,71516,,131027,,144190,,108042,,95658,,98224,,64078,,122162,,172271,,117711,,79180,,95586,,158222,,151171,,180685,,206001,,195045,,144764,,190184,,199249,,200725,,220057,,254504,,278448,,312358,,300812,,294689,
Mexico,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,139447,,142288,,162868,,199900,,272074,,352826,,274367,,206978,,218620,,252595,,257273,,264350,,256828,,273260,,297397,,327652,,276600,,268718,,274394,,354477,,405817,,450576,,348591,,365456,,393227,,437218,,482205,,453481,F,414122,F,403923,F,491900,,496900,,547928,,564646,,499977,,576104,,563576,,510590,,525604,,556172,,572389,,607525,,526069,
"Micronesia, Fed.States of",All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,9310,,12546,,10964,F,17056,F,5495,F,6011,F,6694,F,11381,F,7456,F,17414,F,14311,F,17005,F,25434,F,23227,F,23299,F,8821,F,12978,F,16498,F,16698,F,19513,F,22531,F,30366,F,19779,F,31078,F,43718,F,38162,F,49288,F,72364,F
"Micronesia, Fed.States of",All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,324,F,645,F,541,F,378,F,956,F,2054,F,2207,F,3292,F,1871,F,1827,F,814,F,1098,F,1033,F,1414,F,1159,F,1575,F,1525,F,1177,F,943,F,1143,F,1065,F,1153,F,1614,F,2100,F,3162,F,2622,F,2322,F,2396,F,2076,F,2288,F,4759,F
"Moldova, Republic of",All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,356,,97,,122,,43,,0,.,2,,3,,22,,114,,0,.,0,0,12,,0,0,1,,0,0,1,,0,0,0,0,4,,0,0,0,0,0,0,1,,3,,0,0
"Moldova, Republic of",All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,5460,,7984,,16236,,15583,,14885,,10140,,12827,,20693,,20107,,19738,,25041,,29763,,28183,,27310,,35134,,29690,,28852,,26381,,28347,,31085,,30651,,24694,,27282,,27748,,28528,
"Moldova, Republic of",All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,1,F,5,F,2,F,2,F,3,F,4,F
"Moldova, Republic of",All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,89,,536,,2010,,206,,572,,4,,0,.,0,.,0,.,114,,5,,20,,36,,5,,30,,27,,0,.,0,.,0,0,14,,5,,0,0,20,,1,
Mongolia,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,104,,205,,181,,347,,525,,427,,150,,263,,382,,172,,392,,321,,135,,54,F,45,F,176,F,210,F,119,F,34,,61,,93,,31,,22,F,9,
Mongolia,All,Import,Tonnes – net product weight,Tonnes – net product weight,1500,,600,,1000,,1020,,959,,824,,675,,756,,1053,,826,F,1339,F,1155,F,1156,F,1051,F,1050,F,0,.,0,.,30,F,0,.,30,,54,,109,,35,,85,,342,,484,,446,,429,,222,,333,,321,,644,,833,F,729,F,998,F,1370,F,2008,F,1473,,1421,,980,,1023,,1132,,1370,
Mongolia,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,105,,182,,158,,205,,150,F,250,F,350,F,300,F,200,F,270,F,260,F,350,F,223,F,189,F,80,F,38,F,38,F,42,F,35,F,40,,32,,41,,63,,15,,22,,25,
Mongolia,All,Reexports,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,9,,0,.,0,0,0,-,0,-,0,-
Montenegro,All,Export,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,300,,253,,52,,255,,131,,42,,8,,3,,9,,1,,21,,14,,5,
Montenegro,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,2581,,3370,,3218,,3215,,3168,,3126,,2998,,3299,,3163,,3333,,3760,,4215,,4231,
Montserrat,All,Import,Tonnes – net product weight,Tonnes – net product weight,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,0,.,48,,71,F,72,F,73,F,62,,67,,67,,62,,77,,64,,64,,51,,50,,65,,72,,64,,74,,66,,72,,77,F
Morocco,All,Export,Tonnes – net product weight,Tonnes – net product weight,98305,,67905,,82691,,79989,,70591,,142701,,108297,,157644,,162487,,159875,,168010,,184539,,183579,,172979,,183031,,212654,,183337,,194507,,204987,,235799,,196662,,196382,,229574,,256601,,330744,,373164,,354842,,334953,,276397,,356035,,427263,,408700,,484714,,531203,,499531,,365997,,490664,,543544,,593414,,658405,,692486,,717141,,714912,
Morocco,All,Import,Tonnes – net product weight,Tonnes – net product weight,188,,81,,42,,36,,29,,24,,32,,32,,324,,45,,1303,,858,,1990,,3191,,2176,,1182,,4106,,11347,,9401,,5940,,6071,,18256,,22037,,16749,,14831,,13230,,18948,,22878,,33266,,32858,,44977,,49286,,69834,,47556,,52984,,59416,,50948,,54424,,74134,,78518,,66273,,70894,,99581,
Morocco,All,Processed production,Tonnes – net product weight,Tonnes – net product weight,90566,,77312,,123742,,138988,,156234,,204526,,197871,,204530,,202407,,238462,,282891,,263034,,232432,,229813,,246378,,267986,,243033,,267178,,295370,,339815,,264425,F,277747,,225399,,287081,,245698,,243351,,281078,,296080,,233835,,315135,,407256,,368842,,500133,F,537088,F,512277,F,404340,F,463492,F,538308,F,574117,F,638679,F,672872,F,721610,F,729809,F
